session_id,message_index,t_start_sec,t_end_sec,emotion_visual_deployed,n_frames_with_face,fer_p_angry,fer_p_disgust,fer_p_fear,fer_p_happy,fer_p_neutral,fer_p_sad,fer_p_surprise
00_00_00_05_03_01_00,32,1052.597,1081.62,happy,3,0.00045630924212038777,0.0342590199343908,0.0006899750710567918,0.2563460371646364,0.7072890973436288,0.0007292761839790786,0.00023028506018781116
00_00_00_05_03_01_00,34,1121.82,1148.21,neutral,3,0.00033091907619827956,0.00112193586222977,0.00020834651229422707,0.001117133487793923,0.9959209706879917,0.0012846059267920852,1.6088446699873152e-05
00_00_00_05_03_01_00,36,1182.7,1203.12,happy,3,0.0031535585203677093,0.08299941641490806,0.0018628946236476309,0.3390735116307393,0.5701946358125605,0.002495422378417473,0.0002205606193594653
00_00_00_05_03_01_00,38,1227.922,1258.84,happy,3,0.0005248454076484405,0.05050276361604737,0.00048143937309234907,0.008321862306803075,0.9380093954640867,0.0020955701202207268,6.412371210143253e-05
00_00_00_05_03_01_00,40,1289.25,1325.005,happy,3,0.0004204233363612864,0.0015337093774174333,0.0002442992597884353,0.13707748387441035,0.8597051853406211,0.0009862508092636144,3.2648002137704005e-05
00_00_00_05_03_01_00,42,1376.788,1399.12,happy,3,0.00011081844970856953,0.0006332429686153108,0.00018717277302288964,0.002494726389134883,0.9954488551939079,0.0010946177170403427,3.0566508570194135e-05
00_00_00_05_03_01_00,44,1426.94,1441.734,happy,3,0.0007375940191823756,0.10552917394477963,0.0009411132214576195,0.1351624468185963,0.7535177762040441,0.00044109645212956895,0.0036707993398103996
00_00_00_05_03_01_00,46,1475.193,1509.98,happy,3,8.32562633305427e-05,0.00242892741542073,0.00021601952606606806,0.012812517623089176,0.9622850845286078,0.022144904341513127,2.929030197250176e-05
00_00_00_05_03_01_00,48,1573.643,1614.505,happy,3,4.6851177169415236e-05,0.002484005764786387,0.00016041397760382605,0.3147225824454577,0.6820773291926892,0.0004933103280078592,1.5507114285440655e-05
00_00_00_05_03_01_00,50,1631.129,1650.197,neutral,3,8.103799390890845e-05,0.00022169568471690503,2.7667915505758315e-05,0.000573086875463561,0.9988929322283479,0.00018445978072649944,1.9119521330578768e-05
00_00_00_05_03_01_00,52,1684.513,1702.789,happy,3,0.00030933323113200813,0.003767038950234408,0.00021109948088905838,0.012292883344561337,0.9830168250504568,0.00026303712118983566,0.00013978282153653067
00_00_00_05_07_00_00,0,33.442,39.26,disgust,3,7.0699883665766215e-06,0.020270353040162774,1.498625466207824e-05,0.8734977890112615,0.09987676792235685,0.0001536776032020379,0.006179356179988067
00_00_00_05_07_00_00,2,54.7,64.64,disgust,3,0.00012076166803351577,0.4346098072517321,0.0001591667017919512,0.3701630966168762,0.08193733498373398,8.095473308347612e-05,0.11292887804474894
00_00_00_05_07_00_00,4,82.72,90.64,disgust,3,0.0007069471846856887,0.33025966622955893,2.0299821523314508e-05,0.6665219002818339,0.0006636313901173809,1.937077721385353e-06,0.0018256180145595031
00_00_00_05_07_00_00,6,113.428,125.698,neutral,3,0.006041906020424913,0.0034606602829247556,8.988314080415982e-05,0.7393193434030789,0.17782151477620087,0.02573892295471653,0.04752776942184984
00_00_00_05_07_00_00,8,136.511,143.17,disgust,3,1.600925029935498e-05,0.25432823300591934,3.638016694683518e-05,0.7054271564133714,0.03377174748760206,5.772739669501256e-05,0.006362746279166024
00_00_00_05_07_00_00,10,155.64,163.64,happy,3,0.00024973919588552277,0.6759778330896058,0.00015745164631741245,0.1842579235959957,0.13171161294652253,7.166765593116262e-05,0.007573771869741864
00_00_00_05_07_00_00,12,192.965,204.051,happy,3,0.0001873904433718872,0.09513009584199174,6.426178612777983e-05,0.8695104602407104,0.015717652071391912,5.78095799428286e-05,0.019332330036463327
00_00_00_05_07_00_00,14,223.58,237.301,happy,3,4.163341111551296e-05,0.004835937488769658,1.6482962770031266e-05,0.9380078709821931,0.05375773856393018,1.9071788004262961e-06,0.003338429412421163
00_00_00_05_07_00_00,16,256.58,261.58,happy,3,0.0016208468838608216,0.44859590263525934,0.0006410706619070942,0.25633721369860835,0.10444678876216346,3.262514313251645e-05,0.18832555221506844
00_00_00_05_07_00_00,18,298.46,314.46,happy,3,0.00011048956371301825,0.21820767939789526,4.516529704114863e-05,0.7767673419656157,0.004209318011131831,4.346269532510773e-05,0.0006165430692779358
00_00_00_05_07_00_00,20,332.829,352.13,disgust,3,0.000825395126079484,0.5463177460939186,0.0005070914298081997,0.4152244279838594,0.02692233395625926,0.00018712097895541053,0.010015884431119585
00_00_00_05_07_00_00,22,372.34,386.28,happy,3,0.0011784482580208591,0.27037348577393977,0.0009248894961251299,0.666798979059306,0.01282904388308729,7.074863719286479e-05,0.04782440489232807
00_00_00_05_07_00_00,24,423.28,430.28,happy,3,4.389858140900457e-06,2.5470666184640118e-05,3.426771266501895e-06,0.9999147067176605,3.091803817579841e-05,2.3252675244582613e-06,1.876268104731515e-05
00_00_00_05_07_00_00,26,450.28,471.789,disgust,3,0.00013711573617681142,0.016151716420088974,3.774623219079316e-05,0.8598002844061602,0.12141288610433974,2.8002785682347883e-05,0.002432248315361144
00_00_00_05_07_00_00,28,489.22,517.862,disgust,3,2.9768296508812757e-06,7.117613411345953e-05,1.697324439234586e-06,0.9859172144732633,0.013644953641764926,1.236441464180678e-06,0.0003607451553039675
00_00_00_05_07_00_00,32,580.59,596.388,neutral,3,0.0021785343433402275,0.02682503833315103,0.0009310405058417713,0.3320641325915603,0.45654706131600126,0.001607428509102826,0.17984676440100264
00_00_00_05_07_00_00,34,614.76,625.741,disgust,3,0.00031178869432520726,0.00010439678119094628,2.944861305860488e-05,0.9952756570095695,0.0036732062663991927,2.2020690250361835e-05,0.0005834819452060632
00_00_00_05_07_00_00,36,664.319,687.153,disgust,3,8.146147294965397e-05,0.0005978138489011703,2.2026281341415465e-05,0.8805293466909997,0.006387618931163733,4.8649794953661514e-05,0.11233308297969058
00_00_00_05_07_00_00,38,705.438,713.22,happy,3,0.0001285293279998656,0.24943953788678347,0.00015186698541636842,0.458104685805827,0.27288781286048147,6.956894830679897e-05,0.019217998185184902
00_00_00_05_07_00_00,40,734.92,739.92,disgust,3,0.0005607213164709411,0.557321638292401,0.0008005058142132077,0.006298379791723651,0.42701543618487164,0.0004885476995723066,0.0075147709007473895
00_00_00_05_07_00_00,42,782.94,799.74,disgust,3,0.00010601785189666485,0.15354178514113684,5.2997579547448566e-05,0.8073395796580769,0.03269396405198202,9.741594792015918e-06,0.00625591412256814
00_00_00_05_07_00_00,44,812.569,837.98,disgust,3,0.0008713119340683289,0.08341013882705185,0.0004305738609383302,0.40505322892074874,0.2193720117297335,0.0006509537168524553,0.29021178101060685
00_00_00_05_07_00_00,46,864.05,892.243,disgust,3,0.005473234854671682,0.12237382364571124,0.001708827243729314,0.21270737385203903,0.5629894007100813,0.0008109578827919163,0.09393638181097574
00_00_00_05_07_00_00,48,941.452,965.116,happy,3,0.0028373136282317155,0.49611856509762,0.0017135955327721353,0.006800089496040318,0.41059874272906016,0.0001844248091911461,0.08174726870708471
00_00_00_05_07_00_00,50,994.42,1014.09,disgust,3,0.000997342609500379,0.5430300845410897,0.0008498784626818114,0.037690598543539074,0.4091155712790272,0.000637292793670255,0.0076792317704915585
00_00_00_05_07_00_00,52,1045.791,1068.42,disgust,3,7.07503395076018e-05,0.33290249467906685,2.2705658076058357e-06,0.6663459580392673,0.0006239824261212361,2.926677402740623e-05,2.5277176201828758e-05
00_00_00_05_07_00_00,54,1109.157,1126.807,happy,3,0.0003936160042261879,0.1640247481271601,0.0010229811621054684,0.43285654548087343,0.12476709225766547,0.0010245270181619022,0.2759104899498075
00_00_00_05_07_00_00,56,1153.309,1161.62,disgust,3,2.1848581753099133e-06,0.16959727345060555,1.614235087786877e-06,0.7681474091515393,0.06163867126825851,7.596541624433023e-06,0.0006052504947090001
00_00_00_05_07_00_00,58,1179.562,1187.097,disgust,3,0.0010309783413473576,0.7693969585914343,0.00030347560020392935,0.014364015916413845,0.2093899452703694,0.0003207373879110927,0.005193888892320088
00_00_00_05_07_00_01,0,36.758,39.12,neutral,3,1.4073330016220043e-06,2.1819290870789972e-06,8.299187321827212e-07,1.8704878542381494e-06,0.9999866872777949,3.9542795300854805e-06,3.0687739998203514e-06
00_00_00_05_07_00_01,2,47.64,55.13,neutral,3,9.654055575330632e-06,6.371777495265375e-05,3.879810137781798e-06,0.00011192234125577382,0.999601817261331,3.0122106058371907e-05,0.00017888665068902434
00_00_00_05_07_00_01,4,67.76,86.26,neutral,3,0.0005402643890453153,2.5802838185387096e-05,1.797373014007378e-05,7.40527276838107e-05,0.9899284732995087,5.5579387627762236e-05,0.009357853627808907
00_00_00_05_07_00_01,6,105.64,114.12,neutral,3,0.0013860956670993746,7.60951468152207e-05,8.232996023780904e-05,9.520216410641646e-05,0.8253781174562415,0.00012943792825461926,0.1728527216772449
00_00_00_05_07_00_01,8,126.073,134.569,neutral,3,5.518341373068069e-06,5.015412635542637e-06,8.907587404471502e-07,0.0008307679434692187,0.9991363183484473,1.5787297493611373e-05,5.701897840843795e-06
00_00_00_05_07_00_01,10,144.26,157.27,neutral,3,1.1771142436991493e-06,4.084865427392743e-06,9.413039104606685e-07,1.1235744682397171e-05,0.9998854298102073,4.659091283685702e-05,5.054024869179374e-05
00_00_00_05_07_00_01,12,175.26,187.26,neutral,3,2.8597407083528563e-06,2.0390081404457678e-05,2.637066852638679e-06,6.7826826906676246e-06,0.99990222348196,6.124668091410506e-05,3.860265469761593e-06
00_00_00_05_07_00_01,14,197.442,208.635,neutral,3,4.697949355525562e-08,2.5871259458595045e-07,2.859446499001283e-07,1.1304015354684814e-06,0.9999855753391713,9.499274895628877e-06,3.2033476595181627e-06
00_00_00_05_07_00_01,16,234.823,242.26,neutral,3,2.679892395697907e-07,1.3061718532529585e-06,9.093180227711844e-07,1.666593531894003e-06,0.999992029071991,3.277366216719669e-06,5.43489144829029e-07
00_00_00_05_07_00_01,18,294.26,301.26,neutral,3,0.00036276496277851843,0.001262786678616491,1.8607783560654616e-05,0.0001709211733464088,0.9916457370169642,7.048364269612774e-05,0.006468698742037575
00_00_00_05_07_00_01,20,318.26,329.442,neutral,3,0.00014365359011791768,0.0002600006603172377,5.159680569768489e-06,0.0002489937316991043,0.9989744701403251,8.702917389139768e-05,0.0002806930230794829
00_00_00_05_07_00_01,22,346.26,351.26,sad,3,0.00015100622208804066,0.00037108506976165956,0.0001243832416389005,0.00017018787032462395,0.9951220094658119,0.0010210660463064875,0.0030402620840685873
00_00_00_05_07_00_01,24,382.51,395.393,neutral,3,0.00021023760002224684,7.259537738059579e-05,4.576825393853012e-05,0.004655277646835728,0.9777521391447965,0.000140093306818863,0.01712388867020751
00_00_00_05_07_00_01,26,412.26,429.26,neutral,3,0.002641607057860303,0.003070455042683827,0.00016521919352231452,0.002300919108784419,0.978227180708158,0.0006437233360190848,0.01295089555297207
00_00_00_05_07_00_01,28,451.26,464.145,neutral,3,2.049954895739737e-06,1.944828054608304e-05,1.392041929244239e-06,0.3300222093387476,0.6699000340121266,1.6457836824931624e-05,3.840853492986942e-05
00_00_00_05_07_00_01,30,492.26,499.26,neutral,3,1.2075748076555638e-06,1.4546502378975584e-05,2.04543399342641e-06,1.8536369160149305e-05,0.9999181832632857,3.790608754921445e-05,7.574768824816188e-06
00_00_00_05_07_00_01,32,514.26,527.143,happy,3,8.707020553673598e-07,5.0430751322126824e-05,1.2658378838073737e-06,4.17801478691721e-06,0.9997603742084556,0.00013060832162200184,5.227216387414643e-05
00_00_00_05_07_00_01,34,544.26,548.26,neutral,3,0.00022603668057489,0.00022393279336631132,3.1601704517405865e-05,0.01894776447059917,0.8578980090277384,0.0002057270905397975,0.12246692823266417
00_00_00_05_07_00_01,36,578.927,590.838,neutral,3,0.0031529307198388673,0.001152377174657565,0.0010935057364588065,0.005794456725718207,0.8481650781788538,0.0023486283245962793,0.13829302313987657
00_00_00_05_07_00_01,38,612.974,620.26,neutral,3,2.0508834536207736e-06,1.3582645829653082e-05,7.692794192719566e-07,1.2558216394030591e-05,0.9999404555853884,2.5214439927448826e-05,5.368949587644914e-06
00_00_00_05_07_00_01,40,631.26,641.26,neutral,3,0.000386579751135932,0.0001674593936921488,8.989427426466782e-05,0.000944084302821715,0.9964957820971839,0.0010042666962699397,0.0009119334846316356
00_00_00_05_07_00_01,42,662.26,678.26,happy,3,1.6790040152708413e-06,0.00020114610977837094,9.725743158585047e-06,0.004862162139739267,0.9945340044057808,0.00031969318574383575,7.158941178396898e-05
00_00_00_05_07_00_01,44,696.26,700.553,neutral,3,4.184420886561307e-06,2.554756281186076e-05,4.628536488195076e-06,5.094520284412546e-06,0.9998540254945447,9.1571799560493e-05,1.4947665423843413e-05
00_00_00_05_07_00_01,46,710.414,729.26,neutral,3,0.0008209757128202607,0.0031555987899625545,0.00019048673125600352,1.9151411079846646e-05,0.9308120940423651,0.06475272391285812,0.00024896939965811523
00_00_00_05_07_00_01,48,761.26,775.044,neutral,3,1.2731760759898874e-05,7.64221509795341e-05,2.060015956421665e-05,0.0001428183666759265,0.9889771373692082,0.00012047354395255104,0.010649816648859702
00_00_00_05_07_00_01,50,791.26,793.206,neutral,3,8.55123196763352e-08,4.8330815667766057e-05,8.36518052009637e-08,1.1009629629467518e-06,0.99994106670112,3.649012206574518e-06,5.683343917774379e-06
00_00_00_05_07_00_01,52,830.5,842.553,neutral,3,1.8029478173611474e-06,1.8850749098836883e-05,2.571732961807544e-07,7.590215732933523e-05,0.9998513660160755,1.3151484905929998e-05,3.8669471476796086e-05
00_00_00_05_07_00_01,54,613.26,620.26,neutral,3,2.0999039479963763e-06,7.904537809038778e-06,4.7534498036215596e-07,9.08017217579657e-06,0.9999545807164777,1.469010508059002e-05,1.1169219528607779e-05
00_00_00_05_07_00_01,56,894.58,904.121,neutral,3,5.195819703253471e-06,1.714419353016868e-05,1.4738879804601015e-06,0.00041225649381016366,0.9994291558153835,9.524339829989111e-05,3.953039129249161e-05
00_00_00_05_07_00_01,58,922.797,932.676,neutral,3,7.066857297319437e-05,2.7851776702906372e-05,5.554054498242005e-06,0.004707721069513565,0.9915452260418367,3.3012491892782205e-05,0.003609965992582675
00_00_00_05_07_00_02,1,35.58,48.32,neutral,3,0.007273301702033665,0.0001606451509460469,3.204530325218203e-05,6.214484252627797e-05,0.986840104879548,0.005247832664343879,0.00038392545734987815
00_00_00_05_07_00_02,3,63.099,85.12,neutral,3,0.008147292096341501,0.002995585939407884,8.12947677627563e-06,0.0007423404035138459,0.9722044516413776,0.014907726157949943,0.000994474284633004
00_00_00_05_07_00_02,5,108.377,147.287,neutral,3,0.00013254246720710133,2.8928811227014578e-05,4.518125105497484e-06,6.449494109891247e-06,0.9987103439179916,0.0009554107396027821,0.00016180644475605522
00_00_00_05_07_00_02,7,189.1,217.1,neutral,3,1.565952562974976e-05,1.444407109093954e-05,8.947574269102668e-07,2.9460703346476397e-05,0.998239801631749,1.6687309577385406e-05,0.0016830520011796829
00_00_00_05_07_00_02,9,257.261,266.222,neutral,3,0.0031430943894578986,0.0004908765650771318,2.3432054663365948e-05,0.0008781100134329438,0.9925367241134154,0.0028486883574352496,7.907450651792126e-05
00_00_00_05_07_00_02,11,302.037,311.16,neutral,3,0.00017718749241316806,2.8116846118854895e-05,4.153882357718081e-06,2.082366887021701e-05,0.9995951135397508,9.948436872665436e-05,7.512020176250254e-05
00_00_00_05_07_00_02,13,353.215,403.16,neutral,3,0.001698972559002298,0.038363165593624175,6.20410982811619e-06,0.0006378133979991619,0.9564163766940551,0.0017309208034328892,0.0011465468420582114
00_00_00_05_07_00_02,15,403.16,407.76,neutral,3,0.03260573597129848,0.06171701151463346,2.268418209328001e-05,0.01252556477033055,0.8809868641490363,0.011941086037862633,0.00020105337474538392
00_00_00_05_07_00_02,17,410.116,425.808,neutral,3,0.05043195108430018,0.11579349947617189,0.0003014376910305814,0.00027998814747631084,0.8282017467613643,0.0038930115405217862,0.0010983652991347714
00_00_00_05_07_00_02,19,482.2,502.285,neutral,3,0.036807712282666875,0.001998166755311758,1.5216284028662651e-05,0.00016502271016122493,0.9575467834186969,0.0015532771705546317,0.0019138213785799842
00_00_00_05_07_00_02,21,545.596,678.81,neutral,3,0.006940283461457297,0.0005788287896674062,1.0866140851127257e-05,8.582347167013637e-05,0.9727236222003217,0.01819065014198493,0.00146992579404745
00_00_00_05_07_00_02,23,718.269,798.72,disgust,3,0.0016352796173725668,5.756988196708285e-05,9.121143235027557e-06,3.3205118095926035e-05,0.9978003402913035,7.639115529486721e-05,0.0003880927927310359
00_00_00_05_07_00_02,24,803.866,807.045,sad,3,0.0020874913195682732,0.001048938840643342,2.4583214035118556e-05,4.430204197969688e-05,0.9961191543440245,0.0002773486666300734,0.00039818157311902826
00_00_00_05_07_00_02,27,811.003,877.998,neutral,3,0.00014026383477972764,0.0001998855017342731,3.4761436953064554e-07,5.531045053211839e-06,0.9996146436175362,2.584384406956371e-05,1.348454245761629e-05
00_00_00_05_07_00_02,28,878.06,881.211,neutral,3,0.017726023007625845,0.005861314358478773,0.0001139849255895334,0.0032010248403299864,0.9557333915568057,0.0057262690936945755,0.01163799221747569
00_00_00_05_07_00_02,31,881.1,916.062,surprise,3,0.0048034838767281735,0.000716088475533741,0.00024094759050507158,0.043411431241341204,0.8864865601312862,0.016110982200711832,0.04823050648389367
00_00_00_05_07_00_02,32,928.685,930.404,neutral,3,0.05778971512832324,0.047495191630009106,0.0001387101449399574,0.0024606557271416416,0.882501729787081,0.007169109126589309,0.002444888455915741
00_00_00_05_07_00_02,35,934.184,968.926,disgust,3,0.00017155250239813633,3.719458696860536e-05,1.580123122636224e-05,1.6696812013125072e-05,0.993722268421152,0.00017759110604342746,0.005858895340198243
00_00_00_05_07_00_02,36,969.015,970.357,neutral,3,0.00020037907961244482,2.731199553295394e-05,2.85247453268589e-06,1.646547502764244e-05,0.9976706306000876,2.7159248739964243e-05,0.0020552011264667936
00_00_00_05_07_00_02,39,974.14,1002.764,neutral,3,0.10043796994030448,0.006055102381323329,1.2037519127485944e-05,0.0016277066493183747,0.8889299792196133,0.0022313117166252792,0.0007058925736878829
00_00_00_05_07_00_02,41,962.34,980.9,neutral,3,0.010179375177959154,0.0022315330618789602,6.073376405071101e-06,0.0023689708540166428,0.9804187154069374,0.0040325085958367105,0.0007628235269662269
00_00_00_05_07_00_02,43,1119.025,1121.1,neutral,3,0.029410723065140438,0.0008048770648723582,9.172800938238076e-05,9.27619655428367e-06,0.9555203215202498,0.007120020882172696,0.007043053261628176
00_00_00_05_07_00_02,45,1170.82,1253.498,neutral,3,0.00011013083338111266,0.0012965526056286148,5.05314115428787e-06,6.157151562154944e-05,0.9978187082485308,8.179417638840423e-05,0.0006261894792952761
00_00_00_05_07_00_02,47,1377.163,1385.402,neutral,3,3.106208156990111e-05,9.302872811332243e-05,2.405914955915466e-06,0.00014196237666928122,0.9992234274831483,0.00013295558369694882,0.00037515783184647754
00_00_00_05_07_00_02,49,1430.779,1441.495,happy,3,8.498151803618241e-05,8.821354808544404e-06,2.374028204786052e-07,1.1887880505110977e-05,0.9998120571392268,5.605641321776835e-06,7.640906328103226e-05
00_00_00_05_07_00_02,51,1524.561,1592.344,neutral,3,0.0005762732451465404,0.00022710421124296867,2.9162675180823485e-05,8.04005137827536e-05,0.9943435759093591,0.001980975473817001,0.0027625079714708595
00_00_00_05_07_00_02,53,1698.536,1729.9,neutral,3,1.5652586393482442e-05,2.28217313022807e-06,1.3999875177850283e-06,6.563767370645062e-06,0.999523197413349,3.124607018357027e-05,0.0004196580020552797
00_00_00_05_07_00_02,55,1884.223,1903.125,neutral,3,0.0004975571266782933,6.047270976532627e-05,8.194558548531014e-07,9.114387569809025e-05,0.9992867487812593,2.1538210543385714e-05,4.171984020067621e-05
00_00_00_05_07_00_02,57,2007.77,2109.04,neutral,3,0.0002601221640625606,0.0001274490938528564,6.512724578860036e-07,7.324663887131452e-06,0.999397828352548,5.5331660275473134e-05,0.0001512927929161799
00_00_00_05_07_00_02,59,2214.509,2222.36,neutral,3,0.027617570048854054,0.006302515740886907,5.851732239096207e-05,0.00011416929167771864,0.6949100284549681,2.4535066220064444e-05,0.2709726640750021
00_00_00_05_07_00_02,61,2259.86,2261.646,neutral,3,0.003879299586189866,5.138943406470183e-05,5.524258773611178e-06,1.2076060889653438e-05,0.9927269408086092,0.0029451137538858267,0.0003796560975870877
00_00_00_05_08_00_00,1,28.2773,38.7772,neutral,3,0.00035500431643208764,0.2737310056232383,0.0015378036125590225,0.05392799744727078,0.6605810721000721,0.002719854574008847,0.007147262326418778
00_00_00_05_08_00_00,3,54.0762,70.4788,neutral,3,0.00011239006268048099,0.0868285757774565,0.0005920258881423562,0.22961650148307428,0.6712475614186652,0.003258491291914347,0.008344454078066782
00_00_00_05_08_00_00,5,87.1784,116.7817,disgust,3,3.8535493598059164e-05,0.4651534801284166,0.00017528519900579577,0.0038592513652863578,0.5300973884701474,0.0006476921256077484,2.8367217937941356e-05
00_00_00_05_08_00_00,7,138.2789,142.0794,neutral,3,2.712202457996597e-05,0.14163247481521005,0.0002444091944221982,0.0007105001702018424,0.8559898964972569,0.0010936931376211688,0.00030190416070801626
00_00_00_05_08_00_00,9,152.7799,163.3833,neutral,3,0.000999618201753695,0.5979849087428601,0.0022484628686324885,0.0071668113013346035,0.36914558130542463,0.00555623879892814,0.016898378781066477
00_00_00_05_08_00_00,11,177.9813,196.4766,neutral,3,0.00015185656964049208,0.18993377032269274,0.001540952526651226,0.000629128664358637,0.8017235216390339,0.0019957238520575556,0.004025046425565394
00_00_00_05_08_00_00,13,218.7753,244.676,neutral,3,0.00019451078949926865,0.6319455507835273,0.0014859285349457109,0.005781700527318073,0.3441464387499938,0.008896156199586508,0.007549714415129435
00_00_00_05_08_00_00,15,265.185,276.681,neutral,3,0.00013969736353522077,0.5680855469982099,0.0007523393901197285,0.0003375198693651276,0.4295818322208411,0.0004041634388948978,0.0006989007190340206
00_00_00_05_08_00_00,17,292.2815,294.4848,neutral,3,3.2970187667730915e-05,0.07767345670956019,0.00013738539351385322,0.001101850730701331,0.9169089907554089,0.0008087424931793362,0.003336603729968751
00_00_00_05_08_00_00,19,311.9768,317.0781,neutral,3,0.00015134595619877516,0.02029024977346928,0.000481854354081791,0.014889565006121853,0.9634754844001153,0.0004753285068793364,0.00023617200313362478
00_00_00_05_08_00_00,21,329.0847,347.1813,neutral,3,0.00015349210094333559,0.2833969748689188,0.00018883827542728434,0.19882856931312143,0.5167349682860163,0.0005128529452393864,0.00018430421033346225
00_00_00_05_08_00_00,23,363.9811,375.2829,neutral,3,0.00016575056205710018,0.11366216489531072,0.0008905719060360754,0.09778748202447532,0.784975653851067,0.0005073272940324833,0.002011049467021194
00_00_00_05_08_00_00,25,396.0848,426.5839,neutral,3,9.254806253058372e-06,0.31172159515706965,9.742631649631115e-05,0.0018243260618297386,0.6854080157176834,0.0007465665418369922,0.00019281539883085884
00_00_00_05_08_00_00,27,447.5795,463.4817,neutral,3,8.621454372390017e-06,0.020701634676010175,0.00019746595771638978,0.0003023441266755684,0.9474208863412439,0.03134359471020275,2.5452733778714927e-05
00_00_00_05_08_00_00,29,483.6832,484.8817,disgust,3,7.253432732957163e-05,0.7317106882103945,0.00021328517185630413,0.0008079297660985689,0.25254573746850617,0.008667163790316457,0.005982661265498159
00_00_00_05_08_00_00,31,505.7835,520.0892,disgust,3,0.00041527309851766025,0.1060208924114758,0.001734386751145487,0.42799445385301765,0.38750416170224133,0.006887516637433616,0.06944331554616855
00_00_00_05_08_00_00,33,538.2912,541.3819,disgust,3,1.949113136895421e-05,0.2688882903244908,0.0001733233750034552,0.03343073835288777,0.6962369164064204,0.0010024554424352642,0.0002487849673933603
00_00_00_05_08_00_00,35,564.4897,581.184,neutral,3,8.461778166758101e-05,0.11985919780796214,0.0001850755153395444,0.1983046387918656,0.6792922026643864,0.00019428502866873125,0.0020799824101099622
00_00_00_05_08_00_00,37,605.7837,607.3882,disgust,3,0.0004142088380721344,0.6647011503098982,4.5008012875117e-05,0.00023208556729148935,0.3323500968820196,0.00225192823948895,5.522150354386753e-06
00_00_00_05_08_00_00,39,624.7923,631.9895,neutral,3,6.316821098187921e-05,0.4961070301608823,0.0004548238093099468,0.0011029441751464481,0.49590291405147796,0.005961489986402172,0.0004076296057992387
00_00_00_05_08_00_00,41,648.6861,650.1914,disgust,3,5.779215190455695e-05,0.33575471074422586,4.996498996879478e-05,0.00022191464915282712,0.6533480900153341,0.010560113118389072,7.4143310247162724e-06
00_00_00_05_08_00_00,43,669.6837,673.5865,disgust,3,0.0016224634442586145,0.12689349269560643,0.005013990799398577,0.03563168192928626,0.8224758523973603,0.006468686890939971,0.001893831843149836
00_00_00_05_08_00_00,45,694.8854,713.7941,neutral,3,5.9894355149592047e-05,0.1468148263675803,0.0022271513932611135,0.004030771576334611,0.8455936645469526,0.0011953698834927392,7.8321877229e-05
00_00_00_05_08_00_00,47,731.5872,759.3925,neutral,3,1.3095654025731285e-05,0.009920957065780408,0.0012880588136634336,0.007397130303521213,0.9787097658852393,0.0025801821014182756,9.081017635174379e-05
00_00_00_05_08_00_00,49,781.688,822.5917,neutral,3,6.3356939238563565e-06,0.021891506622788492,3.959784837647442e-05,0.010949091559659433,0.9669595471120126,9.521327472542085e-05,5.870788851376238e-05
00_00_00_05_08_00_00,51,843.2938,881.5941,disgust,3,3.3006846354481116e-05,0.23506885788978044,0.0006247318123702608,0.024196417073055712,0.7363775044564871,0.00020368711927298009,0.0034957948026790235
00_00_00_05_08_00_00,53,902.7925,923.5977,disgust,3,1.679656389737117e-05,0.28436275298414454,0.0002274390759634666,0.00876172328425646,0.7047327812280153,0.00017686533240401017,0.001721641531318802
00_00_00_05_08_00_00,55,951.7944,953.3917,disgust,3,0.0006894699668523057,0.6209572351842695,0.00014204378567759656,0.0018965365388269387,0.3715081096403771,0.003739985062306016,0.0010666198216904921
00_00_00_05_08_00_00,57,969.4945,982.991,neutral,3,1.6676629797842883e-05,0.31120585874964807,7.759281919601165e-06,0.2913368645643864,0.3974090085299135,2.0151295305634334e-05,3.680949028967894e-06
00_00_00_05_08_00_00,59,999.8983,1006.391,happy,3,2.2610527921585057e-05,0.1931467003298092,5.252071824885474e-05,0.33402432713713276,0.4727066733378953,3.562716631284791e-05,1.1540782679535044e-05
00_00_00_05_08_00_00,61,1026.8913,1045.4963,neutral,3,3.7344113009575846e-05,0.3013053098489348,0.0005166657293826463,0.02787665408795695,0.6689340668789996,0.0012846195978890999,4.533974382736032e-05
00_00_00_05_08_00_00,63,1060.3998,1066.6935,neutral,3,0.00011857127157403624,0.028256184159463106,0.00025260108746268583,0.0028082340151580703,0.959471577104661,0.00023220981984232493,0.008860622541838703
00_00_00_05_08_00_00,65,1084.9984,1116.6994,neutral,3,1.781395045979977e-05,0.008486588407920636,0.0002900869892184183,0.22775461910890898,0.762544194059516,0.0006984550133692689,0.00020824247060683513
00_00_00_08_08_00_00,1,28.526,35.4283,neutral,3,2.628043403164694e-05,0.0008864421716520423,4.141628451006822e-05,0.0005107682710126223,0.9669246240929656,4.5831049599026914e-05,0.031564637696228935
00_00_00_08_08_00_00,3,46.7244,63.0257,neutral,3,1.8117918281830207e-05,0.001035586178036703,0.0002561366214834569,0.0001319286778367583,0.6618140837705391,0.0006352071354599795,0.33610893969836225
00_00_00_08_08_00_00,5,76.4256,77.5244,neutral,3,0.00022690321407479712,0.002958565894296982,6.373486997949126e-05,0.019959870984216033,0.9658926797086818,0.004715957519848958,0.006182287808902057
00_00_00_08_08_00_00,7,96.9239,109.0299,neutral,3,0.00013006514067182324,0.0013223951394384838,7.96248128044623e-05,0.11453486359044776,0.5576529914266468,4.223954367405942e-05,0.3262378203463168
